,Shape,Orientation,Window to Wall Ratio,Height,Surface Area,Material,thickness,set point,Heating System,Cooling System,AC Type,Heater type,PVs,Ceiling fans,Others
8143,L-Shape,East,0.45,18,76.01,Concrete,0.28,22,1,0,Split AC,Heat Pump,1,0,"Oven, Dishwasher"
8144,L-Shape,South,0.36,15,136.52,Steel,0.33,19,1,0,Split AC,Heat Pump,1,2,"TV, Fridge"
8145,U-Shape,South,0.56,10,89.85,Wood,0.3,22,1,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
8146,Rectangular,East,0.4,10,107.25,Steel,0.38,22,1,0,Split AC,Gas Heating,1,1,"TV, Fridge"
8147,Rectangular,West,0.4,10,146.32,Concrete,0.24,22,1,0,Split AC,Gas Heating,1,1,"Microwave, Washer"
8148,Rectangular,East,0.43,18,294.53,Concrete,0.22,19,1,0,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
8149,Rectangular,East,0.56,10,285.75,Wood,0.23,19,1,0,VRF,Heat Pump,0,2,"Oven, Dishwasher"
8150,Rectangular,South,0.4,10,64.43,Wood,0.4,22,0,0,Package AC,Heat Pump,1,0,"Oven, Dishwasher"
8151,Rectangular,South,0.31,10,227.85,Wood,0.23,19,1,1,Split AC,Heat Pump,1,0,"TV, Fridge"
8152,L-Shape,East,0.3,18,50.71,Wood,0.25,20,1,0,Package AC,Gas Heating,0,0,"Microwave, Washer"
8153,Rectangular,South,0.49,15,262.17,Steel,0.31,21,0,0,Split AC,Heat Pump,0,0,"Microwave, Washer"
8154,U-Shape,East,0.58,10,118.02,Concrete,0.37,21,0,1,Package AC,Gas Heating,1,2,"Oven, Dishwasher"
8155,Rectangular,West,0.58,15,282.94,Concrete,0.4,21,1,1,Split AC,Gas Heating,1,0,"TV, Fridge"
8156,Rectangular,East,0.47,18,112.93,Steel,0.24,22,1,1,Split AC,Heat Pump,0,0,"Microwave, Washer"
8157,L-Shape,East,0.43,10,163.49,Steel,0.27,22,1,1,Split AC,Heat Pump,1,0,"Oven, Dishwasher"
8158,L-Shape,East,0.48,12,138.74,Wood,0.23,22,1,0,VRF,Gas Heating,0,1,"Oven, Dishwasher"
8159,Rectangular,South,0.42,12,236.52,Steel,0.28,20,1,0,Split AC,Gas Heating,0,0,"Microwave, Washer"
8160,L-Shape,North,0.48,12,337.81,Concrete,0.38,20,0,0,VRF,Heat Pump,0,1,"Oven, Dishwasher"
8161,L-Shape,South,0.55,10,50.71,Steel,0.37,21,0,0,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
8162,L-Shape,South,0.36,18,225.09,Concrete,0.22,20,0,1,VRF,Heat Pump,1,0,"Oven, Dishwasher"
8163,Rectangular,East,0.43,18,107.25,Wood,0.26,19,0,0,Split AC,Gas Heating,1,2,"TV, Fridge"
8164,Rectangular,South,0.39,10,129.33,Concrete,0.22,19,1,1,Package AC,Gas Heating,1,1,"TV, Fridge"
8165,U-Shape,South,0.37,15,160.06,Steel,0.25,19,0,0,VRF,Gas Heating,0,1,"Microwave, Washer"
8166,Rectangular,South,0.49,12,182.34,Wood,0.26,22,1,1,Split AC,Gas Heating,1,2,"Oven, Dishwasher"
8167,Rectangular,West,0.51,10,270.24,Concrete,0.37,19,1,1,Package AC,Heat Pump,1,1,"Microwave, Washer"
8168,U-Shape,South,0.34,15,150.18,Concrete,0.4,20,0,1,Package AC,Heat Pump,1,0,"Microwave, Washer"
8169,Rectangular,South,0.44,18,181.29,Steel,0.27,20,1,0,Package AC,Gas Heating,1,1,"Microwave, Washer"
8170,L-Shape,West,0.56,12,172.81,Concrete,0.35,22,1,0,Split AC,Gas Heating,0,2,"Microwave, Washer"
8171,L-Shape,East,0.3,15,236.51,Steel,0.35,21,0,0,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
8172,U-Shape,South,0.48,12,50.71,Concrete,0.37,19,0,0,Split AC,Heat Pump,1,2,"Microwave, Washer"
8173,Rectangular,South,0.41,18,348.6,Concrete,0.24,22,1,1,Package AC,Gas Heating,1,0,"TV, Fridge"
8174,L-Shape,West,0.42,10,50.71,Concrete,0.33,19,1,1,Split AC,Gas Heating,1,2,"Microwave, Washer"
8175,U-Shape,East,0.3,18,73.99,Wood,0.35,21,1,0,Package AC,Heat Pump,0,2,"TV, Fridge"
8176,U-Shape,North,0.37,18,348.6,Concrete,0.34,19,0,1,Package AC,Gas Heating,1,2,"Oven, Dishwasher"
8177,Rectangular,East,0.42,15,252.5,Steel,0.22,20,1,1,Package AC,Gas Heating,1,0,"Oven, Dishwasher"
8178,L-Shape,North,0.53,12,121.26,Steel,0.28,19,0,1,VRF,Heat Pump,0,2,"Oven, Dishwasher"
8179,U-Shape,East,0.33,10,264.95,Concrete,0.27,21,1,0,Package AC,Heat Pump,1,1,"Microwave, Washer"
8180,Rectangular,South,0.39,15,155.84,Steel,0.24,22,1,1,Split AC,Gas Heating,1,0,"Oven, Dishwasher"
8181,L-Shape,West,0.38,10,258.33,Steel,0.34,21,0,1,VRF,Heat Pump,1,0,"Microwave, Washer"
8182,L-Shape,North,0.52,12,59.61,Steel,0.32,22,0,0,Package AC,Heat Pump,0,2,"Oven, Dishwasher"
8183,U-Shape,South,0.47,15,348.6,Steel,0.33,19,1,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
8184,Rectangular,South,0.3,18,100.12,Steel,0.27,20,0,0,VRF,Heat Pump,1,1,"Microwave, Washer"
8185,Rectangular,South,0.49,15,288.01,Steel,0.25,21,0,1,VRF,Heat Pump,0,2,"Oven, Dishwasher"
8186,L-Shape,North,0.54,12,187.29,Concrete,0.2,22,0,1,VRF,Heat Pump,0,1,"Microwave, Washer"
8187,L-Shape,East,0.46,10,56.38,Wood,0.31,22,0,1,Package AC,Heat Pump,1,1,"TV, Fridge"
8188,L-Shape,South,0.4,15,62.32,Concrete,0.22,22,0,1,Package AC,Heat Pump,1,0,"Microwave, Washer"
8189,Rectangular,East,0.42,18,69.29,Wood,0.33,19,0,0,Package AC,Gas Heating,1,1,"TV, Fridge"
8190,L-Shape,East,0.32,15,66.15,Concrete,0.24,20,0,0,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
8191,Rectangular,East,0.59,10,120.44,Steel,0.2,22,1,1,VRF,Heat Pump,1,2,"Oven, Dishwasher"
8192,L-Shape,West,0.32,10,199.46,Concrete,0.32,19,0,0,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
8193,Rectangular,South,0.51,15,50.71,Concrete,0.26,21,0,1,Package AC,Heat Pump,0,2,"TV, Fridge"
8194,U-Shape,North,0.59,18,252.91,Wood,0.33,22,1,0,VRF,Heat Pump,1,2,"Oven, Dishwasher"
8195,Rectangular,West,0.43,18,59.57,Concrete,0.28,22,1,1,Package AC,Gas Heating,1,2,"Microwave, Washer"
8196,Rectangular,North,0.58,10,198.02,Concrete,0.24,21,0,0,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
8197,L-Shape,North,0.58,15,165.73,Steel,0.33,22,1,1,Package AC,Heat Pump,0,0,"Oven, Dishwasher"
8198,L-Shape,East,0.44,18,101.12,Steel,0.21,19,0,0,Split AC,Gas Heating,1,1,"Microwave, Washer"
8199,U-Shape,West,0.43,18,69.46,Concrete,0.4,19,0,0,Split AC,Heat Pump,1,1,"Oven, Dishwasher"
8200,U-Shape,North,0.37,18,218.54,Wood,0.31,19,1,0,Package AC,Gas Heating,1,1,"Microwave, Washer"
8201,Rectangular,South,0.59,15,173.5,Concrete,0.4,19,0,1,Split AC,Heat Pump,1,0,"TV, Fridge"
8202,Rectangular,North,0.44,15,88.18,Wood,0.33,19,0,1,Split AC,Gas Heating,1,1,"Oven, Dishwasher"
8203,Rectangular,East,0.38,10,269.92,Wood,0.26,20,1,0,Package AC,Heat Pump,0,2,"TV, Fridge"
8204,L-Shape,South,0.37,18,50.71,Steel,0.32,20,0,1,Split AC,Gas Heating,0,1,"Microwave, Washer"
8205,Rectangular,North,0.52,12,55.32,Steel,0.26,20,0,0,Split AC,Gas Heating,1,2,"Microwave, Washer"
8206,Rectangular,East,0.42,15,157.61,Wood,0.4,20,1,0,Split AC,Gas Heating,0,2,"Oven, Dishwasher"
8207,Rectangular,North,0.54,10,246.09,Steel,0.29,21,1,1,Package AC,Heat Pump,1,2,"TV, Fridge"
8208,Rectangular,East,0.56,12,115.15,Wood,0.25,20,0,0,Split AC,Gas Heating,0,0,"Oven, Dishwasher"
8209,U-Shape,North,0.52,12,50.71,Steel,0.34,19,1,0,Split AC,Gas Heating,0,1,"Microwave, Washer"
8210,U-Shape,South,0.51,10,177.45,Steel,0.4,21,0,1,Split AC,Heat Pump,1,2,"TV, Fridge"
8211,Rectangular,South,0.33,18,296.31,Wood,0.4,22,0,0,VRF,Gas Heating,1,0,"Microwave, Washer"
8212,Rectangular,West,0.38,18,224.78,Steel,0.23,19,0,1,Package AC,Heat Pump,1,2,"Microwave, Washer"
8213,Rectangular,East,0.48,18,269.53,Steel,0.26,19,0,0,Package AC,Heat Pump,0,1,"Oven, Dishwasher"
8214,L-Shape,South,0.53,18,98.8,Wood,0.2,21,0,0,VRF,Gas Heating,0,1,"Microwave, Washer"
8215,L-Shape,North,0.44,15,53.8,Steel,0.35,19,0,0,VRF,Gas Heating,1,1,"Oven, Dishwasher"
8216,U-Shape,North,0.52,15,264.33,Steel,0.33,21,0,0,VRF,Gas Heating,1,2,"Oven, Dishwasher"
8217,U-Shape,East,0.53,12,72.36,Steel,0.32,19,1,0,Split AC,Gas Heating,1,0,"Oven, Dishwasher"
8218,L-Shape,North,0.46,18,161.51,Wood,0.37,20,1,1,Split AC,Gas Heating,0,0,"Microwave, Washer"
8219,Rectangular,West,0.52,12,54.76,Steel,0.2,22,1,1,Split AC,Gas Heating,0,2,"Oven, Dishwasher"
8220,L-Shape,East,0.36,15,255.23,Steel,0.26,21,1,0,Package AC,Heat Pump,0,0,"Oven, Dishwasher"
8221,U-Shape,West,0.36,15,54.81,Concrete,0.2,19,1,1,VRF,Heat Pump,1,1,"TV, Fridge"
8222,Rectangular,East,0.45,12,89.75,Concrete,0.24,20,0,0,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
8223,Rectangular,North,0.33,18,66.43,Concrete,0.23,19,0,0,Package AC,Heat Pump,1,1,"TV, Fridge"
8224,Rectangular,East,0.4,15,173.61,Wood,0.33,22,1,1,Split AC,Heat Pump,1,0,"Oven, Dishwasher"
8225,L-Shape,East,0.36,10,178.87,Steel,0.34,19,1,1,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
8226,Rectangular,South,0.5,10,279.07,Concrete,0.33,21,0,1,Split AC,Heat Pump,0,2,"Oven, Dishwasher"
8227,U-Shape,East,0.47,15,107.23,Wood,0.25,20,0,1,VRF,Gas Heating,0,1,"TV, Fridge"
8228,U-Shape,East,0.44,15,150.67,Concrete,0.4,19,1,1,Package AC,Heat Pump,1,0,"Microwave, Washer"
8229,L-Shape,West,0.49,15,300.88,Steel,0.35,21,1,0,VRF,Heat Pump,1,1,"Oven, Dishwasher"
8230,L-Shape,East,0.42,10,152.36,Steel,0.25,21,1,0,Split AC,Gas Heating,1,2,"Microwave, Washer"
8231,Rectangular,South,0.36,12,161.65,Concrete,0.35,19,0,1,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
8232,L-Shape,South,0.48,18,158.12,Concrete,0.32,19,0,0,VRF,Heat Pump,1,1,"Oven, Dishwasher"
8233,L-Shape,West,0.37,18,73.75,Wood,0.34,20,0,1,Package AC,Heat Pump,1,0,"Microwave, Washer"
8234,Rectangular,North,0.45,15,231.1,Steel,0.36,22,1,1,Package AC,Heat Pump,1,0,"TV, Fridge"
8235,U-Shape,South,0.56,10,216.0,Concrete,0.2,19,0,0,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
8236,U-Shape,South,0.51,15,252.68,Concrete,0.25,21,0,0,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
8237,Rectangular,South,0.48,15,211.54,Wood,0.32,22,1,0,Package AC,Heat Pump,0,1,"Oven, Dishwasher"
8238,L-Shape,South,0.36,10,50.71,Concrete,0.2,19,0,1,Package AC,Gas Heating,1,0,"TV, Fridge"
8239,Rectangular,South,0.48,15,147.88,Concrete,0.34,21,1,1,Split AC,Gas Heating,1,1,"TV, Fridge"
8240,Rectangular,South,0.36,12,169.88,Steel,0.32,22,1,0,Split AC,Heat Pump,1,2,"TV, Fridge"
8241,U-Shape,South,0.4,12,348.6,Concrete,0.36,19,0,1,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
8242,Rectangular,East,0.47,18,177.1,Steel,0.23,19,0,1,Package AC,Heat Pump,1,2,"TV, Fridge"
8243,U-Shape,East,0.43,15,218.71,Steel,0.33,19,1,0,Split AC,Heat Pump,1,2,"Microwave, Washer"
8244,L-Shape,South,0.3,15,50.71,Concrete,0.3,19,0,1,Split AC,Heat Pump,1,2,"TV, Fridge"
8245,Rectangular,East,0.44,12,61.31,Steel,0.26,21,1,0,Split AC,Heat Pump,0,1,"Oven, Dishwasher"
8246,L-Shape,East,0.51,18,240.39,Concrete,0.23,22,0,1,VRF,Heat Pump,1,2,"Oven, Dishwasher"
8247,U-Shape,East,0.47,10,302.55,Concrete,0.25,19,0,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
8248,U-Shape,South,0.55,15,181.53,Steel,0.34,22,0,1,VRF,Gas Heating,0,1,"TV, Fridge"
8249,U-Shape,South,0.42,15,273.47,Steel,0.36,19,0,1,Package AC,Heat Pump,0,2,"Microwave, Washer"
8250,Rectangular,North,0.47,15,50.71,Steel,0.32,20,0,1,Package AC,Heat Pump,0,1,"Oven, Dishwasher"
8251,Rectangular,East,0.53,12,104.3,Steel,0.26,22,1,0,Split AC,Gas Heating,1,1,"Oven, Dishwasher"
8252,L-Shape,East,0.43,10,206.13,Steel,0.24,20,1,1,Split AC,Gas Heating,1,2,"TV, Fridge"
8253,U-Shape,South,0.36,15,50.71,Steel,0.22,19,0,1,Package AC,Gas Heating,0,2,"Oven, Dishwasher"
8254,Rectangular,South,0.44,12,50.71,Concrete,0.32,22,0,1,Package AC,Gas Heating,0,1,"Microwave, Washer"
8255,Rectangular,West,0.54,12,326.36,Steel,0.23,22,0,0,Package AC,Gas Heating,0,1,"Microwave, Washer"
8256,L-Shape,East,0.49,10,316.01,Wood,0.35,22,1,1,Split AC,Heat Pump,1,1,"Microwave, Washer"
8257,L-Shape,North,0.54,15,50.71,Concrete,0.23,20,1,0,Split AC,Heat Pump,1,0,"TV, Fridge"
8258,Rectangular,North,0.41,12,113.06,Wood,0.33,20,0,1,Package AC,Gas Heating,0,1,"Oven, Dishwasher"
8259,L-Shape,South,0.49,12,227.87,Steel,0.4,22,0,1,Split AC,Heat Pump,1,2,"Microwave, Washer"
8260,Rectangular,West,0.46,18,110.61,Wood,0.34,22,1,0,VRF,Gas Heating,1,1,"Microwave, Washer"
8261,L-Shape,East,0.56,18,163.84,Steel,0.37,22,0,1,VRF,Gas Heating,0,2,"Oven, Dishwasher"
8262,Rectangular,West,0.48,18,50.71,Steel,0.35,22,1,0,Split AC,Heat Pump,0,0,"Microwave, Washer"
8263,Rectangular,East,0.52,15,97.28,Steel,0.35,19,0,1,Split AC,Heat Pump,0,0,"Microwave, Washer"
8264,Rectangular,East,0.46,10,50.71,Concrete,0.34,21,1,1,Package AC,Gas Heating,1,0,"Microwave, Washer"
8265,Rectangular,East,0.5,18,305.72,Steel,0.29,19,0,0,VRF,Heat Pump,1,1,"Microwave, Washer"
8266,U-Shape,East,0.45,18,66.15,Steel,0.32,19,0,1,Package AC,Heat Pump,0,1,"Microwave, Washer"
8267,L-Shape,South,0.58,15,348.6,Concrete,0.33,21,0,0,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
8268,U-Shape,North,0.52,15,315.05,Steel,0.37,21,0,1,VRF,Gas Heating,1,1,"Microwave, Washer"
8269,Rectangular,East,0.44,12,207.38,Wood,0.24,22,1,1,Package AC,Gas Heating,1,0,"Microwave, Washer"
8270,L-Shape,East,0.55,15,75.85,Steel,0.37,19,1,1,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
8271,Rectangular,North,0.46,18,247.14,Concrete,0.34,21,0,0,VRF,Gas Heating,0,1,"Microwave, Washer"
8272,Rectangular,East,0.55,12,239.63,Concrete,0.36,19,1,0,Package AC,Gas Heating,1,1,"Microwave, Washer"
8273,Rectangular,South,0.36,10,50.71,Steel,0.2,22,1,1,Package AC,Gas Heating,1,2,"TV, Fridge"
8274,L-Shape,South,0.46,18,224.93,Steel,0.36,19,1,0,Split AC,Heat Pump,0,2,"Oven, Dishwasher"
8275,U-Shape,East,0.52,15,348.6,Concrete,0.36,21,0,1,Split AC,Gas Heating,1,2,"TV, Fridge"
8276,Rectangular,West,0.52,15,261.06,Steel,0.26,20,1,1,Split AC,Heat Pump,0,2,"Oven, Dishwasher"
8277,L-Shape,South,0.55,12,338.2,Wood,0.33,19,0,1,Package AC,Gas Heating,0,1,"TV, Fridge"
8278,L-Shape,East,0.34,18,166.07,Wood,0.27,19,1,0,Package AC,Gas Heating,0,2,"Oven, Dishwasher"
8279,L-Shape,South,0.58,12,98.49,Concrete,0.27,22,0,0,Split AC,Heat Pump,0,0,"Oven, Dishwasher"
8280,U-Shape,East,0.6,15,152.67,Concrete,0.33,21,0,1,Split AC,Gas Heating,0,2,"TV, Fridge"
8281,U-Shape,South,0.6,12,324.92,Steel,0.37,22,0,1,Split AC,Heat Pump,0,2,"Microwave, Washer"
8282,U-Shape,East,0.49,15,200.94,Steel,0.36,21,0,0,Package AC,Heat Pump,1,0,"Oven, Dishwasher"
8283,Rectangular,West,0.4,10,50.71,Concrete,0.27,20,1,0,Split AC,Gas Heating,1,1,"Oven, Dishwasher"
8284,Rectangular,North,0.56,18,186.59,Steel,0.22,19,1,0,Package AC,Gas Heating,0,1,"Microwave, Washer"
8285,U-Shape,North,0.44,15,261.85,Steel,0.28,22,0,0,VRF,Gas Heating,0,2,"Oven, Dishwasher"
8286,Rectangular,East,0.44,10,183.26,Steel,0.27,19,0,1,Package AC,Heat Pump,1,2,"TV, Fridge"
8287,Rectangular,East,0.46,10,170.97,Steel,0.24,22,1,1,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
8288,L-Shape,North,0.33,18,53.06,Wood,0.24,22,1,0,Split AC,Heat Pump,0,2,"Microwave, Washer"
8289,L-Shape,North,0.48,15,281.56,Steel,0.21,20,1,1,Package AC,Heat Pump,0,2,"Oven, Dishwasher"
8290,Rectangular,West,0.53,15,291.52,Concrete,0.32,22,0,1,Package AC,Heat Pump,1,0,"Oven, Dishwasher"
8291,L-Shape,East,0.47,12,94.11,Steel,0.23,21,1,0,Package AC,Gas Heating,0,2,"Oven, Dishwasher"
8292,U-Shape,West,0.3,15,70.18,Wood,0.2,20,0,0,Package AC,Gas Heating,1,1,"TV, Fridge"
8293,L-Shape,South,0.33,18,214.8,Concrete,0.27,19,0,0,Package AC,Heat Pump,0,1,"Microwave, Washer"
8294,Rectangular,South,0.53,10,212.73,Concrete,0.32,22,0,0,Package AC,Gas Heating,1,2,"TV, Fridge"
8295,U-Shape,West,0.4,10,88.57,Steel,0.28,21,0,0,Package AC,Gas Heating,1,0,"Microwave, Washer"
8296,Rectangular,East,0.49,12,50.71,Wood,0.33,19,1,0,Package AC,Gas Heating,0,2,"Oven, Dishwasher"
8297,L-Shape,East,0.33,10,267.18,Steel,0.2,22,0,0,Package AC,Heat Pump,0,0,"Oven, Dishwasher"
8298,Rectangular,North,0.53,10,204.26,Wood,0.34,22,0,1,VRF,Heat Pump,0,1,"Oven, Dishwasher"
8299,L-Shape,North,0.48,10,123.86,Steel,0.24,21,0,1,Package AC,Gas Heating,0,1,"Oven, Dishwasher"
8300,Rectangular,East,0.5,15,262.61,Wood,0.33,19,1,0,VRF,Heat Pump,1,0,"Microwave, Washer"
8301,L-Shape,East,0.52,12,144.1,Steel,0.35,22,0,0,Split AC,Gas Heating,1,2,"Oven, Dishwasher"
8302,U-Shape,East,0.39,18,74.83,Steel,0.25,20,1,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
8303,U-Shape,West,0.3,15,50.71,Wood,0.21,22,0,0,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
8304,Rectangular,East,0.5,15,64.59,Steel,0.32,19,1,1,Package AC,Heat Pump,1,1,"Microwave, Washer"
8305,L-Shape,South,0.38,10,126.39,Concrete,0.2,20,0,1,Package AC,Gas Heating,1,0,"TV, Fridge"
8306,Rectangular,North,0.5,18,50.71,Concrete,0.22,20,0,0,Split AC,Gas Heating,0,1,"Microwave, Washer"
8307,L-Shape,West,0.38,15,222.45,Wood,0.28,22,1,1,Split AC,Heat Pump,1,1,"TV, Fridge"
8308,U-Shape,East,0.52,18,238.29,Wood,0.36,19,1,0,Package AC,Gas Heating,1,0,"Microwave, Washer"
8309,Rectangular,East,0.53,10,50.71,Steel,0.21,19,0,1,VRF,Heat Pump,1,0,"TV, Fridge"
8310,Rectangular,East,0.41,10,186.77,Concrete,0.39,22,1,1,Package AC,Heat Pump,1,0,"Microwave, Washer"
8311,Rectangular,East,0.37,10,50.71,Wood,0.34,22,1,0,Split AC,Gas Heating,0,0,"Microwave, Washer"
8312,U-Shape,South,0.59,15,304.27,Concrete,0.4,19,0,1,VRF,Gas Heating,1,2,"Oven, Dishwasher"
8313,Rectangular,South,0.51,15,309.79,Steel,0.35,19,1,0,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
8314,Rectangular,East,0.48,18,53.94,Steel,0.25,20,0,0,Split AC,Heat Pump,1,1,"Microwave, Washer"
8315,Rectangular,East,0.41,10,96.23,Concrete,0.35,20,1,1,Split AC,Gas Heating,1,0,"Microwave, Washer"
8316,L-Shape,South,0.53,15,210.94,Steel,0.37,19,0,0,Package AC,Heat Pump,1,0,"Oven, Dishwasher"
8317,U-Shape,North,0.35,18,165.85,Wood,0.27,21,1,1,Split AC,Heat Pump,0,1,"Microwave, Washer"
8318,Rectangular,North,0.35,12,50.71,Wood,0.39,22,0,0,Split AC,Gas Heating,1,1,"TV, Fridge"
8319,Rectangular,North,0.37,12,321.47,Wood,0.31,20,1,0,Package AC,Gas Heating,0,1,"Microwave, Washer"
8320,U-Shape,North,0.44,15,73.53,Steel,0.36,19,0,1,Package AC,Heat Pump,0,2,"Oven, Dishwasher"
8321,L-Shape,East,0.33,10,148.0,Concrete,0.26,20,0,1,Split AC,Heat Pump,1,1,"Microwave, Washer"
8322,L-Shape,North,0.3,18,100.62,Wood,0.21,22,1,1,Split AC,Heat Pump,1,0,"Oven, Dishwasher"
8323,Rectangular,North,0.57,15,85.64,Steel,0.29,20,1,1,Package AC,Heat Pump,1,2,"TV, Fridge"
8324,Rectangular,South,0.31,10,204.65,Concrete,0.27,19,1,1,Package AC,Heat Pump,1,1,"TV, Fridge"
8325,L-Shape,East,0.41,12,50.71,Wood,0.22,22,1,1,VRF,Heat Pump,1,1,"Oven, Dishwasher"
8326,U-Shape,West,0.58,18,223.38,Steel,0.34,21,0,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
8327,Rectangular,East,0.4,12,269.45,Steel,0.37,22,1,1,Split AC,Gas Heating,1,2,"Microwave, Washer"
8328,Rectangular,East,0.35,12,313.61,Steel,0.23,21,0,0,Package AC,Gas Heating,1,0,"Microwave, Washer"
8329,L-Shape,South,0.49,15,50.71,Steel,0.23,19,1,0,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
8330,U-Shape,North,0.46,15,191.33,Steel,0.24,22,0,1,Split AC,Gas Heating,0,0,"Oven, Dishwasher"
8331,L-Shape,East,0.54,15,236.55,Steel,0.35,21,0,1,Split AC,Heat Pump,1,2,"TV, Fridge"
8332,Rectangular,East,0.54,10,195.79,Steel,0.4,19,1,1,Package AC,Gas Heating,1,0,"TV, Fridge"
8333,U-Shape,South,0.46,15,281.05,Steel,0.25,22,1,1,Split AC,Heat Pump,0,2,"Oven, Dishwasher"
8334,Rectangular,North,0.47,15,239.84,Steel,0.2,19,0,0,VRF,Gas Heating,1,0,"Microwave, Washer"
8335,Rectangular,South,0.59,15,238.78,Wood,0.36,22,1,1,Split AC,Gas Heating,1,0,"Microwave, Washer"
8336,L-Shape,North,0.35,10,54.1,Concrete,0.34,22,0,1,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
8337,Rectangular,North,0.6,15,99.76,Steel,0.2,21,1,1,Split AC,Heat Pump,0,2,"Microwave, Washer"
8338,Rectangular,East,0.52,10,343.83,Concrete,0.34,19,1,1,Split AC,Gas Heating,1,2,"Oven, Dishwasher"
8339,Rectangular,West,0.54,12,270.63,Steel,0.27,22,1,0,Split AC,Heat Pump,0,1,"Oven, Dishwasher"
8340,Rectangular,South,0.56,15,80.0,Steel,0.28,19,0,1,Split AC,Heat Pump,1,2,"Microwave, Washer"
8341,Rectangular,East,0.36,18,194.42,Concrete,0.35,19,1,0,Package AC,Gas Heating,0,1,"Microwave, Washer"
8342,L-Shape,South,0.41,18,50.71,Wood,0.24,19,1,0,VRF,Heat Pump,1,2,"Oven, Dishwasher"
8343,Rectangular,East,0.56,12,331.81,Concrete,0.37,22,1,1,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
8344,L-Shape,East,0.58,10,52.15,Steel,0.24,19,0,0,Split AC,Gas Heating,0,2,"Oven, Dishwasher"
8345,U-Shape,North,0.31,12,263.25,Wood,0.26,19,1,0,Package AC,Gas Heating,0,2,"Oven, Dishwasher"
8346,L-Shape,North,0.49,10,132.12,Steel,0.27,22,0,1,Split AC,Heat Pump,0,0,"Oven, Dishwasher"
8347,Rectangular,South,0.5,15,202.37,Wood,0.34,20,1,0,Package AC,Gas Heating,1,1,"TV, Fridge"
8348,L-Shape,North,0.52,15,54.74,Concrete,0.31,21,0,1,Split AC,Heat Pump,1,1,"Microwave, Washer"
8349,L-Shape,North,0.56,15,159.37,Concrete,0.29,22,1,0,VRF,Gas Heating,0,0,"Microwave, Washer"
8350,Rectangular,South,0.48,15,171.02,Wood,0.39,21,1,1,Split AC,Gas Heating,0,2,"Microwave, Washer"
8351,U-Shape,South,0.45,15,101.9,Concrete,0.36,19,0,1,Split AC,Heat Pump,1,1,"Microwave, Washer"
8352,U-Shape,West,0.6,15,348.6,Steel,0.2,20,0,0,Package AC,Heat Pump,0,2,"Oven, Dishwasher"
8353,L-Shape,North,0.51,15,50.71,Wood,0.38,20,0,1,Split AC,Gas Heating,0,2,"Microwave, Washer"
8354,U-Shape,South,0.46,10,213.73,Concrete,0.34,19,0,0,Split AC,Heat Pump,0,2,"Oven, Dishwasher"
8355,Rectangular,East,0.51,18,285.32,Wood,0.33,21,0,1,Split AC,Gas Heating,0,2,"Oven, Dishwasher"
8356,Rectangular,East,0.5,15,267.93,Wood,0.37,22,0,0,Package AC,Gas Heating,0,0,"Microwave, Washer"
8357,U-Shape,East,0.59,12,266.64,Steel,0.22,21,1,0,Split AC,Heat Pump,0,2,"Oven, Dishwasher"
8358,U-Shape,North,0.52,10,333.1,Wood,0.34,22,1,0,Split AC,Gas Heating,1,2,"Microwave, Washer"
8359,Rectangular,East,0.49,12,101.24,Steel,0.3,22,1,1,VRF,Heat Pump,0,2,"Microwave, Washer"
8360,L-Shape,East,0.49,12,188.43,Steel,0.31,19,1,0,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
8361,Rectangular,East,0.49,10,84.14,Concrete,0.35,22,1,1,Split AC,Heat Pump,1,1,"Oven, Dishwasher"
8362,L-Shape,East,0.34,10,307.82,Concrete,0.37,20,1,0,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
8363,U-Shape,South,0.44,18,245.69,Steel,0.27,21,0,1,Package AC,Gas Heating,1,1,"TV, Fridge"
