,building_type,sqft,yearbuilt,numberoffloors,airTemperature,humidity,power_consumption
7674,Residence Hall/Dormitory,283.0,1948.0,3.0,11.100011587299742,40.55597094939922,123.3631185802341
7675,K-12 School,14198.0,1905.0,6.0,15.82954501609932,61.79778781085901,0.0197319881440948
7676,Gymnasium,76362.0,1915.0,7.0,10.145130809393141,71.87735022711922,119.06020006144072
7677,Library,68002.0,1921.0,8.0,10.562976782455763,62.15601147689834,479.32110194253215
7678,Multifamily Housing,8334.0,1978.0,6.0,22.44248166025192,62.4682334427395,0.0197319881440948
7679,Library,35420.0,1988.0,10.0,21.867639047196384,62.60337516333673,70.00835015566244
7680,Library,172060.0,1969.0,11.0,21.90479531044735,62.68437251792584,197.6758367609835
7681,Services Plant,100776.0,1989.0,7.0,9.626552172181025,70.72400330458275,39.651831134571495
7682,Theater,6680.0,2008.0,7.0,24.293362214646375,62.41936945167298,44.598751512141575
7683,College Laboratory,95576.0,1916.0,10.0,8.913060877725462,63.26100062400887,65.52350762018617
7684,Gymnasium,37736.0,1947.0,1.0,9.911645880466404,70.10496758843678,17.963936734356114
7685,Office,56741.0,1955.0,8.0,10.949765335445345,63.93066637399809,56.41891819688948
7686,Office,56490.0,1910.0,12.0,9.577740421158063,62.92403924432183,262.2008350211742
7687,Athletic Field,9614.0,1915.0,9.0,15.628635883880959,63.21409179609581,0.0197319881440948
7688,Bar/Tavern,15871.0,1924.0,11.0,22.19154092554728,62.93091016316343,13.277885756733696
7689,Hospital,99526.0,1980.0,7.0,9.502589505847018,62.55389229253159,278.31217846112065
7690,"Community Center, Community Centers",283.0,1925.0,1.0,22.645438066729213,70.46919746544685,0.0197319881440948
7691,"Office, Fire Stations",6805.0,1921.0,1.0,9.868125494130208,82.05746149537927,7.574765478884984
7692,Animal Shelter,117664.0,1973.0,4.0,9.695014877474705,63.16895025548266,102.22033846690572
7693,Office,142099.0,1957.0,8.0,8.767741697302451,63.88994059776049,307.873138950317
7694,Dining,11921.0,1977.0,11.0,11.248144293840625,62.54936465016402,29.02426704610964
7695,College Laboratory,83332.0,2017.0,16.0,24.346302780364226,72.14678213620974,455.18757247184993
7696,College Laboratory,68604.0,1970.0,6.0,10.033294910023756,74.7377848866163,31.176128376090755
7697,Non-Refrigerated Warehouse,22557.0,1914.0,7.0,15.784040085691146,61.28425752307466,35.54489661856756
7698,Sports Facility,133107.0,1969.0,1.0,13.366211731547443,82.09376146877581,75.06298901899058
7699,Senior Care Community,283.0,1960.0,4.0,15.639710813680532,61.83881950341153,5.817823473249462
7700,College Laboratory,22042.0,1908.0,3.0,22.607405992819356,62.27515796870521,5.932620017459939
7701,Retail,2312.0,2010.0,1.0,21.824242283867566,71.4317467640011,85.93919304533387
7702,Non-Refrigerated Warehouse,5975.0,1983.0,7.0,15.670649745738226,61.07731100399009,37.551486548274305
7703,Auditorium,9099.0,1905.0,5.0,9.448245441050236,63.06161698072236,2.2924983595871886
7704,Hotel,283.0,1927.0,1.0,10.011210937949675,84.17497873648375,70.57521048369438
7705,Education,62879.0,1920.0,4.0,14.938879226690382,71.69311473802615,36.88987071320685
7706,Residence Hall,191588.0,2002.0,12.0,21.624504596182803,71.5524157358032,215.3116215097213
7707,Parking,283.0,1963.0,7.0,15.633627247864831,61.11404998151018,0.0197319881440948
7708,Dormitory,116543.0,1974.0,7.0,10.206744378164112,63.37348543420255,51.77403169660168
7709,Conference Center,61315.0,1911.0,9.0,21.409923237948814,64.45681683001987,136.56218902638471
7710,"Community Center, Community Centers",541.0,1996.0,5.0,22.78331940666932,71.47076435752521,36.181296405705275
7711,Ice Arena,174674.0,1901.0,7.0,15.312057434041632,62.82404561393565,80.82913683532266
7712,Education,283.0,1972.0,2.0,15.246277548410118,70.6066460244237,0.0197319881440948
7713,Office,26757.0,1919.0,6.0,10.432150519063173,28.10158096396725,26.600547902406298
7714,Research,92037.0,1982.0,9.0,13.46176693080924,62.16171652099546,879.1961142280007
7715,Library,24086.0,1994.0,12.0,10.073548749439848,62.83812519717139,312.5071382105614
7716,College Classroom,129399.0,1950.0,10.0,10.988694871100837,71.3539781871643,275.5124652856351
7717,Conference Center,112397.0,1912.0,9.0,10.804572578115515,63.32870443527745,125.27607278121172
7718,Theater,16406.0,1967.0,12.0,24.241870886243504,62.91464848120054,51.440534477103284
7719,College Laboratory,130333.0,1920.0,10.0,22.12746697557152,62.77313506846131,95.55397053596072
7720,"Community Center, Community Centers",15587.0,1918.0,1.0,22.056471774951536,70.78382343307376,20.977145384317375
7721,Hospital (General Medical & Surgical),166249.0,1914.0,11.0,15.455850397920829,61.97500269244436,75.81077233018473
7722,Dormitory,25093.0,1910.0,13.0,9.326178410607659,62.96936727937295,161.14299725061298
7723,Police Station,16229.0,1974.0,12.0,15.377266220820518,61.32368672909494,103.1309096533044
7724,Academic,114769.0,1916.0,2.0,12.356988141028712,40.01050335043824,118.13298135998967
7725,Other,283.0,1903.0,2.0,21.97962400082789,71.41029142099973,3.700532494699271
7726,Religious building,148976.0,1978.0,7.0,15.443118536509047,71.37399492402278,17.603268994657896
7727,Education,11291.0,1992.0,7.0,15.017958401635807,71.73065358024904,91.08784120714374
7728,Fitness Center,271779.0,2017.0,16.0,24.133795007645062,25.5083874959562,268.8942902401432
7729,Recreation Center,15821.0,1907.0,6.0,11.256764340052548,62.90634329068016,17.378338743180663
7730,Religious building,106394.0,1986.0,2.0,9.721545978446647,71.4756349041006,28.06878555107379
7731,Central Plant,52647.0,1978.0,4.0,24.648282602176543,25.5083874959562,94.88530247594144
7732,Athletic Field,94325.0,1986.0,10.0,15.60665640905752,62.77058643561422,0.0197319881440948
7733,Other - Public Services,283.0,1900.0,7.0,15.581828588381137,62.28780344029745,0.0197319881440948
7734,Ice Arena,24801.0,1949.0,12.0,9.929276440001185,63.34891582333794,9.203752247485088
7735,Social/Meeting Hall,21675.0,1959.0,3.0,15.613413446484525,61.08666844421123,19.555630789438837
7736,Fitness Center,108473.0,2001.0,20.0,25.075584311937067,62.84663597967231,126.43459416652362
7737,Retail Store,13399.0,1917.0,4.0,10.779306170658545,62.4353753350339,20.2135842179552
7738,"Fire Station, Fire Stations",283.0,1906.0,1.0,23.32819695300077,70.96707701873265,5.140300800663109
7739,Swimming Pool,11413.0,1968.0,3.0,25.075584311937067,25.5083874959562,19.94889599544262
7740,College Classroom,94774.0,1918.0,10.0,10.382996383027121,71.6142498895586,127.20603149004417
7741,School,70130.0,1945.0,2.0,11.420059562369294,80.93464092199441,0.0197319881440948
7742,Other - Recreation,7070.0,1984.0,9.0,15.56683587025242,61.93963432812784,28.01943585898838
7743,Theater,120882.0,1957.0,2.0,9.336862755439837,63.74482402641621,41.470477389028396
7744,Support,105201.0,1982.0,6.0,13.690244516021517,47.15010902741277,91.02815715110309
7745,Sports Arena,105438.0,1967.0,7.0,10.018523031955882,63.60298511971369,343.0316800560385
7746,Park,283.0,1908.0,1.0,23.51397032902489,71.56270434637368,0.0197319881440948
7747,Community Center,283.0,1965.0,2.0,10.257534341919657,82.25779106489446,0.0197319881440948
7748,College Laboratory,56527.0,1965.0,10.0,10.153393732596607,71.59633539463577,409.710767284439
7749,"Performing Arts, Community Centers",283.0,1909.0,1.0,22.021175601475456,61.7959710904415,6.257322613539323
7750,Residence Hall,21992.0,2013.0,9.0,22.525562411619823,71.30303208330022,0.0197319881440948
7751,Health Services,75728.0,1916.0,12.0,25.075584311937067,25.5083874959562,27.082802106314478
7752,Greenhouse,27273.0,1924.0,2.0,10.190640923030838,83.84897640406741,92.58093700534374
7753,Other - Recreation,10783.0,1905.0,10.0,15.400848213342753,61.26166993128273,0.0197319881440948
7754,Office,44206.0,1969.0,2.0,9.813237168058206,81.8645424023817,90.94346484860554
7755,Senior Care Community,573.0,1975.0,6.0,15.605367013224374,62.0556856844125,103.54052376365641
7756,Theater,117470.0,2014.0,12.0,10.935641015189436,78.94513659898803,99.31202165332957
7757,Athletic Field,35908.0,1977.0,3.0,23.98702397785141,72.2183241132104,33.233894720579556
7758,K-12 School,283.0,1923.0,5.0,15.642070896243231,62.38247719592488,44.46296619805891
7759,Housing,11788.0,1974.0,5.0,12.785693430647505,62.59552626005182,66.06816724434499
7760,Parking: Enclosed Garage,86569.0,1903.0,7.0,15.47704750343445,63.97560669692817,46.80659509364039
7761,Gymnasium,198474.0,1976.0,2.0,12.681203259204446,84.17497873648375,172.04805309548684
7762,Sports Facility,40847.0,1972.0,4.0,10.331815274833058,69.64509841851125,147.35861880274166
7763,Primary/Secondary Classroom,210351.0,1970.0,7.0,9.910555138240031,64.3512713626378,122.66250582670924
7764,Senior Care Community,283.0,1940.0,1.0,15.575265450237065,62.02947268911257,17.497616931918103
7765,Public services,36830.0,1950.0,2.0,15.048513523188062,70.27096610315002,104.76541378726255
7766,Retail Store,38862.0,1964.0,2.0,12.056613094652825,63.06164760080458,20.638979579379818
7767,Central Plant,15500.0,1901.0,8.0,10.30012713221076,63.38149651545481,40.68841046203002
7768,Parking: Enclosed Garage,78332.0,1977.0,6.0,10.629605252011473,63.88440892520897,69.78375787577255
7769,K-12 School,87785.0,1947.0,8.0,15.615500416779705,62.16444757627192,49.01978745681285
7770,Warehouse (Conditioned),219866.0,1933.0,13.0,10.499696799427452,64.08740321319497,273.6201522397249
7771,Other,15629.0,1924.0,1.0,22.910995621001824,71.84777059618607,0.0197319881440948
7772,"Community Center, Community Centers",3124.0,1957.0,1.0,23.324257359666873,71.05201242808732,11.43164554941373
7773,Swimming Pool,94930.0,1929.0,10.0,15.605979868467099,62.91698296907084,62.72278963812734
7774,College Classroom,95725.0,1907.0,26.0,25.075584311937067,25.5083874959562,81.85494425796148
7775,Primary/Secondary Classroom,17714.0,1937.0,1.0,11.407965922843658,84.17497873648375,3.5708806683358745
7776,Classroom,80490.0,1968.0,9.0,23.08025273682589,71.63181403805044,228.1585058351127
7777,Museum,25982.0,1970.0,8.0,9.923265932953528,71.25471008801111,20.062874054983453
7778,Classroom,30578.0,1919.0,5.0,22.764174414381202,71.16347931441155,51.96051993315389
7779,Community Center,21922.0,1956.0,7.0,12.12378372818608,62.75893279151639,0.0197319881440948
7780,Dormitory,61850.0,1937.0,7.0,15.223479430126163,63.08367649167725,405.14570986098613
7781,Social/Meeting Hall,113992.0,1982.0,3.0,15.58304400623085,62.13429515269526,30.630494428893893
7782,Community Center,283.0,1977.0,1.0,10.267151593866867,80.98039176390981,0.0197319881440948
7783,"Performing Arts, Community Centers",283.0,1968.0,4.0,11.256719357355568,62.38186979982844,6.850920367352646
7784,garage,99337.0,2010.0,10.0,21.951979761205724,72.21041312900486,106.49445644125437
7785,Multifamily Housing,17358.0,1924.0,2.0,12.616513618984623,62.24278405994258,0.0197319881440948
7786,Parking Garage,34931.0,1922.0,3.0,25.075584311937067,25.5083874959562,0.1792200923122742
7787,garage,207679.0,1923.0,9.0,15.665231121814296,63.57261874675891,83.16351701811102
7788,Non-Refrigerated Warehouse,32224.0,1974.0,11.0,22.979453881033166,61.81520725911257,0.0197319881440948
7789,"Recreation Center, Community Centers",31304.0,1923.0,1.0,21.669932023939026,70.93441844628762,0.0197319881440948
7790,Bar/Tavern,41833.0,1962.0,10.0,8.986949450274926,63.47800539555613,28.812489176936737
7791,Other - Lodging/Residential,25789.0,1904.0,8.0,15.573662830418126,61.71620638086904,0.0197319881440948
7792,"Office, Fire Stations",4974.0,1915.0,1.0,22.24239107624548,70.66429798766639,0.16555437279161467
7793,Market,42010.0,1927.0,2.0,10.844307421899584,72.03959344988151,12.526707706081059
7794,College Laboratory,62053.0,1990.0,19.0,24.73988482964617,25.5083874959562,155.14066835067328
7795,garage,259608.0,1924.0,4.0,21.755494862449538,63.73049098287165,22.66493844647161
7796,Auditorium,15670.0,1964.0,8.0,24.81567180165279,63.39656799731174,91.61244471113152
7797,Other - Public Services,32673.0,1953.0,11.0,15.483167671260261,61.79821642088313,53.76996772566845
7798,Creamatorium,24420.0,1919.0,1.0,10.159570666376007,83.04847634721064,26.378471522251324
7799,Public services,56691.0,2003.0,1.0,14.996703179009803,71.00372370656933,122.37413548905828
7800,Conference Center,154854.0,2006.0,19.0,15.506806728788643,63.34804032370521,1350.1019709980812
7801,Warehouse (Unconditioned),283.0,1900.0,1.0,15.501459144206583,62.18121127110408,22.265705728954934
7802,K-12 School,132700.0,1962.0,18.0,15.505728620880605,61.72133995678848,67.0268440239578
7803,Hospital,91970.0,2017.0,8.0,11.31292214122719,63.38558879519883,51.30368187201389
7804,Senior Care Community,283.0,2016.0,8.0,15.578527468675947,70.00379689316739,0.27960237759036843
7805,Warehouse (Conditioned),74536.0,1918.0,7.0,12.081296241349046,46.65206612567312,53.87436872253774
7806,Other - Entertainment/Public Assembly,6557.0,1912.0,4.0,15.651620505799402,62.15214975463742,0.0197319881440948
7807,Sports Facility,59517.0,1974.0,1.0,13.686296610782478,44.29369901015693,30.33281819329298
7808,garage,145965.0,1919.0,8.0,9.961960923338003,63.76008655482554,62.61027781035567
7809,Student Center,61099.0,2009.0,7.0,9.376158396660983,70.81416579867911,47.26776887513267
7810,Residence Hall,31784.0,2006.0,8.0,22.07086216513313,71.3717859679955,99.68932291147296
7811,Market,30277.0,1960.0,2.0,11.001621731079423,82.33467069584309,0.0197319881440948
7812,Park,283.0,1911.0,1.0,21.803607928625222,71.0169490976532,0.0197319881440948
7813,Parking Garage,9765.0,2017.0,6.0,25.075584311937067,25.5083874959562,0.3238405194456959
7814,Stadium,81176.0,1996.0,11.0,25.075584311937067,71.18618233486309,33.52101433785866
7815,Campsites,12622.0,1970.0,1.0,12.827302877228476,71.31275761932707,0.0197319881440948
7816,Office,154951.0,1945.0,7.0,9.747678321165187,63.61856892782414,64.09971560240943
7817,Classroom,140772.0,2017.0,9.0,15.412739695827224,70.60300298159801,141.18788708020185
7818,Parking,283.0,1960.0,1.0,15.212061387386578,69.97063744356021,0.0197319881440948
7819,School,20702.0,1933.0,1.0,9.194289836426048,61.58765680322487,14.581426437122616
7820,Dormitory,315336.0,1992.0,17.0,21.470021271557002,62.49927338415333,221.177581522744
7821,Theater,61783.0,1988.0,9.0,22.070416684270725,76.21105434312399,44.250879031351026
7822,Utility,20231.0,1986.0,4.0,23.46789823234183,29.12176680126368,56.22377892251359
7823,Residence Hall/Dormitory,5696.0,1918.0,1.0,12.470493157721338,40.76035490017156,32.06909651720462
7824,Research,68630.0,1971.0,20.0,10.81689266140916,63.1473895211282,335.05123410470617
7825,Athletic Field,10987.0,1931.0,8.0,12.192631149372279,63.06615159796057,10.612884440411559
7826,College Laboratory,60383.0,1968.0,10.0,9.008327932627232,71.75970831382068,351.1999416004854
7827,Fitness Center,2555.0,1974.0,20.0,25.075584311937067,25.5083874959562,407.3619635577699
7828,Planetarium,152245.0,1968.0,12.0,22.788820165835034,70.36326347024948,7.840795576174699
7829,Patient Care,219072.0,1915.0,12.0,11.947816596769327,63.13698360092607,448.34501576153673
7830,College Classroom,8640.0,1972.0,15.0,25.075584311937067,25.5083874959562,94.05500779437774
7831,College Laboratory,134628.0,1920.0,7.0,9.297706627379709,73.24645708016759,29.439919067531626
7832,Research,38367.0,1967.0,11.0,11.730955075180887,63.41312183255609,318.6696860228226
7833,Support,217771.0,1923.0,17.0,13.842287385623225,61.5971340209569,223.89617910231158
7834,Sports Facility,17166.0,1970.0,1.0,13.409158323776484,46.6084927189425,87.43553833127945
7835,Fire Station,4662.0,1941.0,2.0,15.971086397383237,60.92281906847411,0.0197319881440948
7836,Other - Lodging/Residential,6523.0,1902.0,3.0,15.653912802084344,61.30687854445692,0.0197319881440948
7837,Police Station,61635.0,1975.0,9.0,15.282051396388495,61.77895080572185,75.90506814988885
7838,Gymnasium,186177.0,1981.0,9.0,10.617287617398096,72.55841372626811,112.88860814320167
7839,Primary/Secondary Classroom,30228.0,1959.0,2.0,11.31402140309208,83.81908226741997,0.0197319881440948
7840,Police Station,6260.0,1908.0,7.0,15.699802306211682,61.76273290229693,47.66713762014757
7841,College Classroom,63332.0,1908.0,5.0,9.167479415351426,62.89130726552701,13.767065706361137
7842,"Community Center, Community Centers",283.0,1963.0,1.0,22.23729204018164,70.60897330793561,11.825903807703202
7843,"Community Center, Community Centers",283.0,1900.0,1.0,23.296095348835635,70.98481688493932,4.591855424190275
7844,Gymnasium,265403.0,1961.0,5.0,9.597567088892932,72.38188711773279,110.55375344370486
7845,Industrial,283.0,1973.0,1.0,10.110167176372443,84.17497873648375,121.63565212214876
7846,Athletic,40084.0,1966.0,9.0,13.374533582660568,63.30844617466371,111.10858662207266
7847,Library,141799.0,1970.0,3.0,15.53435178648777,62.94383710123724,41.44059581571868
7848,Other - Recreation,9205.0,1911.0,6.0,15.822540262072605,61.45673450706188,0.0197319881440948
7849,"Community Center, Community Centers",12015.0,1950.0,1.0,22.99613196359427,70.70793248441727,8.743055491108898
7850,Office,114549.0,1971.0,11.0,9.414295432328254,76.18419078728354,358.49707229297434
7851,"Performing Arts, Community Centers",50892.0,1978.0,2.0,10.243830503363254,71.07793501478325,69.38330242362206
7852,Student Union,93967.0,2006.0,9.0,11.326588951817323,48.34841048803374,390.61507274459416
7853,Residence Hall,298462.0,2011.0,10.0,22.315058916664743,71.56596567960655,108.00923431160324
7854,"Park, Community Centers",2118.0,1974.0,1.0,22.099835693404422,70.08103191510322,6.395175371694094
7855,Lab Building,16423.0,1918.0,6.0,10.360102580141142,62.84179331231554,126.27854965255874
7856,Community Center,17763.0,1960.0,6.0,9.485036373831642,84.17497873648375,156.57997933775042
7857,Swimming Pool,283.0,1920.0,8.0,15.354431414530541,61.9601867335731,157.47164658657317
