Building Area(m2),Building_height(m),Building Type,Temperature(degree C),Relative Humidity(%),Solar Radiation(W/m2),Energy Consumption(KW/m2/yr)
420.0,12.0,Single house,21.89187926322877,47,26.7,140.0
180.0,9.0,Apartment,23.27950054096036,60,16.1,80.0
530.0,9.0,Single house,27.60065190999487,80,25.1,180.0
530.0,9.0,Single house,29.5130953252023,98,7.4,180.0
600.0,9.0,Townhouse,25.2774483074532,70,12.5,190.0
570.0,12.0,Apartment,28.827148853338144,88,7.0,190.0
530.0,12.0,Single house,24.561335449629745,90,11.6,180.0
410.0,6.0,Townhouse,21.738922140336197,88,19.0,140.0
610.0,12.0,Single house,33.60648539211272,63,11.7,200.0
730.0,9.0,Single house,38.86400292215601,93,25.4,230.0
720.0,9.0,Single house,34.94126611963706,55,31.9,220.0
450.0,6.0,Townhouse,27.248159795026528,87,20.8,160.0
430.0,6.0,Single house,35.62172197220454,65,29.6,150.0
390.0,6.0,Single house,28.306949334050653,75,5.5,140.0
600.0,12.0,Single house,24.183649892720943,87,21.4,190.0
120.0,6.0,Single house,28.854795824407724,94,22.0,70.0
590.0,9.0,Single house,26.078974024481564,81,32.4,190.0
350.0,3.0,Townhouse,21.67978192167568,84,21.7,130.0
630.0,9.0,Single house,22.09952317262845,79,20.5,200.0
470.0,12.0,Single house,30.516373037982483,59,5.0,160.0
360.0,9.0,Single house,17.4058836219768,74,10.8,130.0
600.0,9.0,Single house,29.536693796408212,90,12.5,200.0
730.0,9.0,Duplex,18.47977809761216,74,21.9,230.0
630.0,6.0,Single house,16.04639352894987,85,16.3,200.0
330.0,9.0,Single house,17.443926242612363,60,15.3,120.0
690.0,15.0,Single house,36.28169859229389,83,8.9,220.0
350.0,9.0,Single house,25.574858804746395,68,16.3,130.0
850.0,9.0,Single house,26.974803673035755,88,16.1,260.0
610.0,9.0,Single house,33.57152940847614,69,32.8,200.0
480.0,9.0,Apartment,31.17040668629057,86,13.5,160.0
520.0,6.0,Single house,19.65826584766604,70,28.3,170.0
490.0,6.0,Single house,30.847798328169795,100,14.8,170.0
280.0,9.0,Townhouse,27.457914191499484,79,7.9,110.0
590.0,9.0,Townhouse,24.85491034811732,100,29.8,190.0
420.0,12.0,Single house,26.666456956198942,91,28.3,150.0
430.0,9.0,Apartment,32.881286433325634,62,21.7,150.0
620.0,9.0,Single house,22.160682845114213,85,20.8,200.0
310.0,12.0,Duplex,28.53060104278233,59,5.8,120.0
340.0,9.0,Single house,26.498413610379032,85,10.6,130.0
530.0,9.0,Single house,17.650252085008617,79,12.9,170.0
860.0,9.0,Duplex,22.575063731149417,55,18.2,260.0
300.0,12.0,Duplex,27.50262401972373,86,11.0,120.0
420.0,9.0,Single house,32.96806027222674,62,4.6,150.0
170.0,6.0,Single house,31.50280546708324,68,13.7,80.0
340.0,6.0,Single house,29.502418828013884,72,12.7,130.0
600.0,9.0,Single house,22.51060240859146,77,10.2,190.0
590.0,9.0,Apartment,35.462226185719175,90,0.9,190.0
430.0,12.0,Single house,27.611657246033005,77,5.5,150.0
560.0,9.0,Single house,21.564707598908104,87,10.7,180.0
600.0,9.0,Single house,25.64083727597502,73,5.2,190.0
850.0,9.0,Single house,30.98264663672992,92,16.3,260.0
440.0,9.0,Single house,26.58392354789181,75,21.0,150.0
690.0,9.0,Single house,30.936197129801595,92,24.6,220.0
830.0,6.0,Single house,32.00950202065457,90,22.6,250.0
740.0,12.0,Duplex,28.528843819980523,71,10.5,230.0
460.0,6.0,Single house,22.3005889471348,57,10.4,150.0
840.0,9.0,Single house,27.21671751400733,68,29.5,260.0
330.0,9.0,Apartment,26.769787918114144,84,13.6,120.0
480.0,9.0,Single house,35.74998128378249,62,26.5,160.0
290.0,9.0,Single house,18.49592333897412,77,24.6,110.0
400.0,9.0,Apartment,25.87884579829988,84,22.7,140.0
630.0,9.0,Apartment,23.65495387458208,69,11.6,200.0
580.0,9.0,Single house,28.204989751187124,69,11.2,190.0
950.0,12.0,Single house,14.480273353180117,77,8.3,280.0
530.0,15.0,Duplex,32.06509350069381,75,24.0,180.0
470.0,9.0,Townhouse,26.61427194352782,95,23.9,160.0
580.0,12.0,Single house,17.4149461712581,90,10.2,190.0
560.0,9.0,Single house,24.758706914254592,87,12.6,180.0
480.0,6.0,Duplex,29.560580522406823,77,28.5,160.0
880.0,6.0,Single house,18.668549947699677,85,24.8,260.0
690.0,12.0,Single house,26.56216690261055,69,14.3,220.0
350.0,6.0,Townhouse,21.31172237459936,61,23.5,130.0
450.0,12.0,Apartment,23.79409102341604,72,26.8,150.0
540.0,9.0,Single house,26.67857192545638,73,26.0,180.0
620.0,9.0,Apartment,27.45429568644573,73,22.9,200.0
240.0,9.0,Apartment,24.21604156521243,78,16.4,100.0
790.0,12.0,Single house,27.896559059391738,82,18.9,240.0
500.0,9.0,Single house,30.59520608712822,63,10.3,170.0
610.0,12.0,Single house,25.16559126945589,100,2.3,200.0
440.0,9.0,Single house,33.63247733059092,86,10.1,150.0
880.0,9.0,Apartment,33.78417707658001,88,10.8,270.0
500.0,9.0,Single house,24.42414170656708,80,6.7,170.0
540.0,9.0,Single house,23.388906176672688,73,4.2,180.0
550.0,6.0,Single house,18.308560654644367,89,25.4,180.0
820.0,6.0,Single house,25.919698739601948,60,8.2,250.0
350.0,9.0,Single house,24.74719991964248,100,17.5,130.0
340.0,6.0,Townhouse,30.40252047087524,63,22.9,130.0
770.0,9.0,Apartment,19.07339198117885,99,10.1,240.0
730.0,9.0,Single house,25.17312954208853,84,8.9,230.0
600.0,9.0,Single house,31.341501677117098,70,17.1,190.0
560.0,9.0,Single house,22.930949308205022,56,26.2,180.0
720.0,12.0,Single house,22.77252732441526,77,15.3,220.0
290.0,9.0,Single house,19.38386227417568,79,19.2,110.0
550.0,9.0,Apartment,39.51805746900722,77,11.4,180.0
250.0,9.0,Single house,22.8462246997933,57,30.0,100.0
340.0,6.0,Single house,20.10950011173615,86,28.9,130.0
440.0,12.0,Duplex,22.567157431260902,69,15.3,150.0
420.0,12.0,Single house,22.713456282807247,83,32.7,150.0
470.0,6.0,Single house,25.212737527883288,72,4.6,160.0
770.0,9.0,Single house,30.631809480050126,85,1.4,240.0
580.0,9.0,Single house,25.069517244687557,90,18.6,190.0
360.0,9.0,Single house,21.978241521982632,82,12.7,130.0
280.0,9.0,Townhouse,19.362091365171352,84,27.9,110.0
100.0,12.0,Single house,26.65441085440529,86,22.5,70.0
790.0,9.0,Single house,26.756785347664398,72,18.9,240.0
720.0,9.0,Single house,34.12433206880961,87,6.9,230.0
570.0,6.0,Apartment,27.00383322179248,72,22.5,190.0
640.0,6.0,Single house,26.056125790360745,83,18.7,200.0
550.0,9.0,Single house,21.34548044010885,100,12.8,180.0
570.0,6.0,Single house,25.03175168447989,56,15.1,180.0
480.0,9.0,Single house,24.375768363945628,96,16.3,160.0
490.0,9.0,Single house,24.7139043168741,75,20.0,160.0
560.0,6.0,Apartment,21.797902737646016,58,18.2,180.0
410.0,9.0,Duplex,29.210948467434005,83,18.4,150.0
680.0,6.0,Single house,25.84111211454555,67,11.9,210.0
460.0,9.0,Duplex,25.554467205192243,100,31.3,160.0
470.0,6.0,Single house,18.0616886567744,85,9.3,160.0
640.0,9.0,Single house,28.98975516446501,87,6.7,200.0
320.0,6.0,Townhouse,28.95694279481981,81,32.4,120.0
420.0,9.0,Single house,22.39252638714797,75,19.4,150.0
450.0,9.0,Duplex,31.44731778141894,79,22.5,160.0
610.0,9.0,Single house,19.79066369230889,68,10.5,190.0
220.0,12.0,Single house,26.437960882710986,87,6.1,100.0
650.0,9.0,Single house,25.203740598760614,100,26.1,210.0
530.0,9.0,Single house,20.026201726628248,63,22.4,170.0
490.0,9.0,Single house,27.48524486101291,86,7.9,170.0
380.0,9.0,Single house,34.973939184813794,69,30.0,140.0
470.0,9.0,Duplex,26.88100637004818,79,28.9,160.0
570.0,6.0,Apartment,24.254259248377128,88,9.0,190.0
420.0,9.0,Apartment,28.75898650780104,93,21.8,150.0
630.0,9.0,Single house,27.069530908779345,82,11.1,200.0
510.0,9.0,Single house,26.68363948276316,79,18.7,170.0
470.0,6.0,Duplex,24.43978297799826,50,19.1,160.0
770.0,9.0,Single house,33.58499594971463,76,33.2,240.0
500.0,6.0,Single house,28.805215580446816,72,24.6,170.0
330.0,9.0,Townhouse,23.92929716948626,89,15.5,120.0
600.0,12.0,Duplex,26.011597939151187,81,9.2,190.0
820.0,9.0,Single house,22.87892674540677,87,16.3,250.0
670.0,9.0,Single house,23.535175738313526,77,20.9,210.0
520.0,6.0,Apartment,23.37462459647544,80,16.2,170.0
460.0,12.0,Single house,20.931374542291906,87,30.9,160.0
690.0,12.0,Single house,30.39373790186831,56,24.8,220.0
600.0,6.0,Single house,25.10556168801545,76,11.9,190.0
400.0,9.0,Single house,29.28914844393444,89,29.0,140.0
400.0,9.0,Single house,23.22909373746681,87,16.4,140.0
440.0,9.0,Single house,26.247422583974853,87,25.0,150.0
410.0,6.0,Single house,23.02656597710093,86,4.8,140.0
550.0,12.0,Apartment,30.10857437537672,75,17.6,180.0
650.0,9.0,Single house,25.31654136302699,69,6.1,200.0
410.0,9.0,Single house,22.928392680757568,86,19.6,140.0
850.0,9.0,Single house,18.4197859486085,89,8.5,260.0
160.0,3.0,Single house,27.910766350453763,88,16.3,80.0
190.0,9.0,Apartment,23.0397109221433,88,9.7,90.0
680.0,9.0,Apartment,26.468109806468004,66,25.7,210.0
650.0,9.0,Single house,24.112152896549965,71,16.8,210.0
370.0,9.0,Single house,31.269455356665816,97,22.8,140.0
250.0,9.0,Townhouse,29.239733455389068,79,14.4,100.0
760.0,9.0,Single house,28.759916764118344,88,12.6,240.0
600.0,9.0,Single house,23.496417370765705,90,20.3,190.0
590.0,12.0,Single house,28.854352646790367,67,29.0,190.0
550.0,9.0,Apartment,35.03463339416334,76,24.9,180.0
590.0,9.0,Single house,22.426896062174123,91,10.6,190.0
640.0,6.0,Single house,27.39929567040141,75,9.7,200.0
610.0,9.0,Single house,18.382592907852125,69,13.8,190.0
310.0,6.0,Townhouse,33.46909928723833,74,11.6,120.0
550.0,12.0,Single house,24.576552043192265,100,17.1,180.0
910.0,9.0,Single house,30.41998239138472,87,15.2,270.0
320.0,9.0,Single house,18.01623709017113,83,10.0,120.0
610.0,6.0,Single house,35.44403689749016,73,30.7,200.0
820.0,9.0,Apartment,24.77970286749021,100,31.1,250.0
360.0,6.0,Single house,29.247220682393564,82,10.0,130.0
450.0,6.0,Single house,27.292767052563267,67,3.1,150.0
420.0,9.0,Single house,25.28163653958747,77,13.9,150.0
330.0,9.0,Townhouse,34.89088882938048,68,7.9,120.0
660.0,9.0,Single house,18.38838820970434,88,21.7,210.0
550.0,12.0,Apartment,28.02484954817737,75,33.8,180.0
410.0,9.0,Single house,31.05391300875528,78,26.5,150.0
520.0,9.0,Single house,26.39842912911692,87,15.6,170.0
450.0,6.0,Single house,25.961271548602294,73,20.7,150.0
560.0,6.0,Single house,25.83991275645328,100,31.5,190.0
580.0,6.0,Townhouse,20.46941665018541,82,24.8,190.0
620.0,9.0,Single house,26.734947482486856,71,22.2,200.0
620.0,9.0,Single house,29.0841686724053,72,28.2,200.0
240.0,9.0,Single house,26.8857831072462,63,9.7,100.0
340.0,6.0,Single house,25.19845023054878,83,16.7,130.0
530.0,9.0,Single house,24.122078070470447,75,33.3,180.0
480.0,6.0,Duplex,25.163698418288988,81,9.9,160.0
610.0,9.0,Single house,32.77205080782232,88,7.9,200.0
1000.0,9.0,Single house,16.217373783085243,75,10.5,290.0
540.0,9.0,Single house,26.744570641128416,71,15.5,180.0
670.0,12.0,Apartment,24.923830090599665,78,33.3,210.0
810.0,9.0,Apartment,33.7524662928093,87,12.4,250.0
500.0,9.0,Single house,26.82090344716375,60,7.2,170.0
570.0,6.0,Single house,33.896598644781704,68,20.4,190.0
790.0,9.0,Single house,16.03296134189141,76,12.1,240.0
600.0,6.0,Single house,28.821162210145506,93,13.4,190.0
630.0,12.0,Single house,27.932503338403446,86,11.6,200.0
330.0,9.0,Single house,33.429360068232924,70,23.7,130.0
760.0,9.0,Single house,18.42154131754293,78,11.5,230.0
460.0,9.0,Single house,25.778789681031217,62,8.4,160.0
460.0,12.0,Single house,26.87321522706007,86,18.3,160.0
630.0,6.0,Single house,24.092029233218145,64,16.3,200.0
670.0,9.0,Single house,32.56827661424448,73,27.2,210.0
550.0,9.0,Apartment,24.86974011326221,92,18.0,180.0
780.0,9.0,Single house,36.61829152412164,85,14.5,240.0
550.0,9.0,Single house,31.7643975804646,84,27.4,180.0
390.0,6.0,Single house,31.252843731385735,85,11.1,140.0
460.0,9.0,Single house,29.314746889101805,100,28.3,160.0
400.0,6.0,Apartment,21.280923755640465,100,12.0,140.0
550.0,9.0,Single house,24.41229006053868,100,11.2,180.0
490.0,9.0,Single house,29.381336197160145,85,12.1,170.0
350.0,9.0,Townhouse,29.90012424747613,99,11.2,130.0
320.0,9.0,Single house,33.01677696436915,64,10.3,120.0
610.0,6.0,Townhouse,24.23238393356869,65,4.1,190.0
740.0,6.0,Single house,22.288457675839844,62,12.1,230.0
620.0,9.0,Single house,30.798782685505305,92,10.1,200.0
280.0,9.0,Single house,22.53856537981837,74,16.3,110.0
320.0,9.0,Single house,30.86911051976547,78,21.7,120.0
550.0,6.0,Single house,32.484911004471364,58,13.9,180.0
450.0,12.0,Single house,28.80417445856085,77,29.2,160.0
370.0,9.0,Single house,24.77620072297237,58,26.5,130.0
380.0,6.0,Single house,26.74957395062913,58,11.4,130.0
320.0,12.0,Single house,29.483873233252964,62,17.4,120.0
640.0,9.0,Single house,26.596635248841693,76,31.9,200.0
290.0,9.0,Single house,37.42778380763587,96,2.2,120.0
480.0,12.0,Duplex,21.642395824612542,69,22.9,160.0
280.0,12.0,Townhouse,21.58300742373646,71,10.2,110.0
180.0,12.0,Single house,21.71058476687707,60,4.6,80.0
500.0,12.0,Townhouse,23.62779631461811,86,16.3,170.0
390.0,9.0,Townhouse,15.760505906252128,66,5.0,140.0
550.0,6.0,Duplex,23.42944731786303,84,15.7,180.0
530.0,12.0,Single house,23.31245765667388,75,2.6,170.0
750.0,6.0,Apartment,26.934861355829103,96,23.8,230.0
450.0,9.0,Single house,28.614329818087032,90,16.3,160.0
610.0,12.0,Duplex,20.407146065998464,100,22.1,200.0
510.0,3.0,Single house,31.001485432899088,69,31.6,170.0
710.0,9.0,Single house,35.46731596868014,88,6.2,220.0
280.0,9.0,Single house,25.515205670896695,79,10.7,110.0
520.0,9.0,Single house,34.339354556721005,84,16.3,180.0
610.0,6.0,Single house,27.53121492852261,96,31.5,200.0
590.0,9.0,Single house,36.39043992826412,75,16.3,190.0
330.0,9.0,Apartment,32.07677008637347,100,32.7,130.0
450.0,9.0,Apartment,18.804888988760084,69,27.9,150.0
560.0,9.0,Single house,26.63842241599064,100,30.5,190.0
620.0,9.0,Single house,31.765125556992118,83,10.8,200.0
600.0,9.0,Single house,26.697422507367985,77,9.3,190.0
690.0,9.0,Single house,26.363643453533847,87,9.3,220.0
640.0,9.0,Single house,32.831552445272735,100,8.9,210.0
440.0,9.0,Single house,23.032438729593714,68,13.1,150.0
560.0,12.0,Single house,26.63291921694411,77,14.2,180.0
550.0,6.0,Single house,28.148164466032068,52,12.0,180.0
430.0,9.0,Apartment,24.893951677466788,54,16.3,150.0
490.0,9.0,Apartment,26.44657786702312,84,11.6,170.0
460.0,6.0,Single house,30.382582084176573,70,11.0,160.0
190.0,9.0,Single house,28.688763157641898,66,19.7,90.0
690.0,12.0,Single house,22.54306514791824,69,16.1,220.0
410.0,9.0,Apartment,21.080803201510584,76,12.8,140.0
310.0,12.0,Single house,22.64016113894651,64,22.4,120.0
450.0,12.0,Townhouse,26.552396787369936,78,19.1,160.0
400.0,12.0,Townhouse,25.754514981819568,82,28.6,140.0
510.0,9.0,Single house,22.42802733979216,84,16.3,170.0
470.0,9.0,Single house,23.585372191260323,86,14.3,160.0
460.0,6.0,Apartment,19.02202246951621,74,13.2,150.0
670.0,6.0,Single house,28.61459276214269,81,33.0,210.0
510.0,9.0,Single house,26.348124240726342,70,7.2,170.0
370.0,9.0,Single house,20.31026958136084,70,15.0,130.0
500.0,9.0,Single house,26.68788842694645,73,16.1,170.0
400.0,6.0,Duplex,33.19219588324318,91,17.2,140.0
220.0,9.0,Single house,22.88353445903889,67,18.6,90.0
480.0,9.0,Single house,33.056148376535745,61,8.6,160.0
550.0,9.0,Single house,24.94510244242398,91,22.9,180.0
720.0,6.0,Single house,27.52546636207377,72,23.7,220.0
630.0,6.0,Duplex,27.030083403206746,100,8.0,200.0
170.0,9.0,Duplex,33.48375784044289,69,10.2,80.0
170.0,9.0,Townhouse,27.33046447280531,98,26.1,90.0
840.0,9.0,Townhouse,20.89380490615789,82,29.7,260.0
740.0,9.0,Townhouse,20.05691359753293,80,8.5,230.0
320.0,9.0,Single house,18.9582577167378,87,3.1,120.0
510.0,9.0,Single house,18.07196461895053,67,16.8,170.0
830.0,9.0,Single house,26.77458547304757,68,27.7,250.0
660.0,6.0,Single house,21.80226325409545,71,25.0,210.0
660.0,9.0,Single house,26.14619944714541,75,33.5,210.0
630.0,9.0,Single house,23.062114703064218,80,18.2,200.0
660.0,12.0,Single house,22.73083464271943,82,4.5,210.0
510.0,9.0,Single house,24.16603249389692,92,14.0,170.0
890.0,9.0,Apartment,30.028965426701703,92,26.2,270.0
570.0,12.0,Single house,31.14548541267195,91,11.7,190.0
760.0,6.0,Single house,28.383521066829672,86,29.8,240.0
350.0,9.0,Single house,21.646595310958688,97,15.6,130.0
490.0,9.0,Single house,29.732191744710956,94,28.8,170.0
470.0,9.0,Single house,29.956255430926195,84,10.6,160.0
210.0,9.0,Single house,27.90572058909853,98,16.3,100.0
620.0,6.0,Single house,23.55829577292243,54,16.4,200.0
470.0,9.0,Single house,30.055071829284277,73,11.7,160.0
660.0,9.0,Duplex,28.639168875866403,88,14.2,210.0
480.0,9.0,Apartment,12.0,72,13.6,160.0
340.0,9.0,Single house,29.73625449660159,100,12.5,130.0
650.0,6.0,Single house,17.07319071045247,81,29.7,200.0
640.0,12.0,Single house,29.830846735344267,81,9.2,200.0
710.0,9.0,Apartment,25.783558559013997,54,3.3,220.0
750.0,6.0,Townhouse,32.45459475092546,88,22.3,230.0
720.0,6.0,Single house,26.06031893574757,86,8.6,220.0
570.0,9.0,Townhouse,22.157476343939173,89,2.4,190.0
520.0,12.0,Single house,25.81681629153185,96,6.9,170.0
740.0,9.0,Apartment,31.79225809113911,90,4.5,230.0
550.0,12.0,Apartment,26.676137689631787,87,8.8,180.0
580.0,9.0,Townhouse,25.980257889848662,91,6.0,190.0
490.0,9.0,Duplex,30.2268068329832,71,16.3,170.0
490.0,9.0,Single house,27.587495796034503,84,6.4,170.0
620.0,9.0,Duplex,26.516876272342436,81,26.2,200.0
470.0,9.0,Single house,33.30821426981342,100,27.1,160.0
580.0,9.0,Duplex,34.24403138990932,74,10.0,190.0
960.0,12.0,Duplex,29.582181751544,60,21.8,290.0
500.0,9.0,Single house,25.13071913136532,71,6.2,170.0
670.0,9.0,Single house,33.955926349145024,96,10.0,210.0
420.0,12.0,Duplex,32.40265874000888,84,9.0,150.0
390.0,9.0,Single house,30.104757900581973,79,29.9,140.0
550.0,9.0,Single house,20.52663785652492,82,21.6,180.0
280.0,12.0,Single house,27.24254285259133,65,14.6,110.0
640.0,12.0,Townhouse,22.865039666447608,90,15.9,200.0
870.0,3.0,Single house,25.75910628602285,97,11.2,260.0
610.0,6.0,Single house,27.73449873123569,87,27.1,200.0
670.0,9.0,Apartment,27.04200600126552,89,9.4,210.0
660.0,9.0,Single house,24.19410015736215,87,15.1,210.0
520.0,6.0,Duplex,32.847337988370484,87,15.7,180.0
430.0,9.0,Single house,18.15036716040079,95,4.0,150.0
510.0,6.0,Single house,30.16062541030852,94,13.8,170.0
610.0,9.0,Single house,17.351674736823966,91,11.3,200.0
600.0,9.0,Duplex,28.44007770799807,87,8.3,190.0
910.0,9.0,Duplex,22.156040516111744,85,17.0,270.0
520.0,6.0,Single house,30.893820531992954,90,16.3,170.0
580.0,9.0,Single house,26.974156925054515,91,12.5,190.0
380.0,6.0,Single house,27.77236350462771,81,3.9,140.0
440.0,6.0,Apartment,21.50573426966101,86,12.2,150.0
550.0,9.0,Single house,23.306094762978887,85,25.8,180.0
510.0,12.0,Apartment,27.571943028601147,79,15.6,170.0
610.0,6.0,Apartment,29.434888069417983,90,8.7,200.0
520.0,6.0,Single house,41.04524332794804,61,20.1,170.0
620.0,6.0,Single house,27.649365630579187,80,32.8,200.0
650.0,6.0,Single house,31.37760268179311,82,7.7,210.0
480.0,12.0,Single house,18.83939396529609,87,26.2,160.0
650.0,6.0,Apartment,19.96325221761332,88,10.7,210.0
620.0,9.0,Single house,24.78651779690509,88,18.5,200.0
510.0,6.0,Apartment,20.618949837806024,91,10.8,170.0
540.0,9.0,Single house,33.90389323587553,91,10.3,180.0
450.0,6.0,Single house,24.5156344019543,85,9.4,150.0
490.0,9.0,Single house,33.388017278762966,80,13.9,170.0
410.0,12.0,Single house,33.9057901779408,81,15.3,150.0
630.0,9.0,Single house,26.757976544640584,65,11.5,200.0
490.0,9.0,Single house,29.030125712564743,87,5.2,170.0
450.0,6.0,Single house,26.26852453817946,96,15.2,160.0
290.0,9.0,Single house,29.211480082971896,86,30.3,120.0
330.0,6.0,Townhouse,28.93875909753076,95,25.8,130.0
570.0,6.0,Single house,25.934151283051374,86,15.2,190.0
640.0,9.0,Single house,29.045818339457988,67,13.2,200.0
390.0,9.0,Single house,35.07851349576988,76,26.5,140.0
300.0,9.0,Single house,30.07564726828607,89,16.5,120.0
420.0,6.0,Single house,28.158925018738024,86,18.4,150.0
590.0,12.0,Apartment,27.16382606038083,88,22.5,190.0
750.0,12.0,Single house,21.5334849685624,81,13.3,230.0
590.0,12.0,Apartment,21.46109738969339,76,10.4,190.0
310.0,9.0,Single house,28.146831762044208,83,13.6,120.0
450.0,9.0,Single house,19.767730867183506,93,5.4,150.0
570.0,9.0,Apartment,22.752895316347196,89,16.3,190.0
780.0,9.0,Single house,32.88969806601939,96,23.7,240.0
620.0,9.0,Single house,36.02165393167786,90,18.5,200.0
340.0,12.0,Single house,18.299734351068224,71,6.5,120.0
560.0,9.0,Apartment,34.59813226460976,65,13.7,180.0
810.0,6.0,Single house,25.499597391531424,70,20.7,250.0
490.0,12.0,Apartment,26.471941750411677,97,10.4,170.0
580.0,12.0,Apartment,25.9848293595354,98,8.5,190.0
400.0,12.0,Single house,31.89491035999309,71,3.5,140.0
620.0,9.0,Single house,18.5882178649532,73,17.2,200.0
